,Address,Price,Beds,Baths,Area_Sqft,City,Zipcode,Time_on_Redfin(days),Property Type,Year_built,Community,Lot_Size_Sqft,Est_Monthly_Payt,Est_Redfin_Price,Price/Sq.Ft.,Buyer_Agent_Commission,HOA_Dues,Style
1419,"2149 Junction Ave #12,MOUNTAIN VIEW, CA 94043",1998000,4,3.5,2498,Mountain View,94043,1,Townhouse,1984,MOUNTAIN VIEW,1038,15012,1976456,800,2,500,Unknown
1420,"500 W Middlefield Rd #173,MOUNTAIN VIEW, CA 94043",595000,1,1,720,Mountain View,94043,2,Condo,1971,MOUNTAIN VIEW,29160,4878,595604,826,2,556,Unknown
1421,"641 Spargur Dr,LOS ALTOS, CA 94022",9399000,5,4,6308,Mountain View,94022,2,Single Family Home,2023,LOS ALTOS,13503,68269,9303354,1490,2,0,Unknown
1422,"125 Evandale Ave Unit A,MOUNTAIN VIEW, CA 94043",2099000,4,2,1903,Mountain View,94043,3,Condo,1963,MOUNTAIN VIEW,1432,15646,2074963,1103,2,400,Unknown
1423,"116 Nancy Ct,MOUNTAIN VIEW, CA 94041",2388000,5,3,2338,Mountain View,94041,3,Duplex (Tenancy in Common),1953,MOUNTAIN VIEW,9254,17345,2382602,1021,2,0,Ranch
1424,"2409 Laura Ln,MOUNTAIN VIEW, CA 94043",1798000,3,2,1008,Mountain View,94043,3,Single Family Home,1955,MOUNTAIN VIEW,5625,13060,1869134,1784,2,0,Unknown
1425,"421 Chagall St,MOUNTAIN VIEW, CA 94041",1500000,3,3.5,1560,Mountain View,94041,4,Townhouse,2012,MOUNTAIN VIEW,797,11268,1570366,962,2,373,Unknown
1426,"369 Ruth Ave,MOUNTAIN VIEW, CA 94043",1699999,4,2,1440,Mountain View,94043,4,Single Family Home,1956,MOUNTAIN VIEW,6516,12348,1786893,1181,2,0,Unknown
1427,"1033 Crestview Dr #110,MOUNTAIN VIEW, CA 94040",859500,2,2,1140,Mountain View,94040,4,Condo,1969,MOUNTAIN VIEW,29160,6855,863149,754,2,612,Unknown
1428,"1310 Mercy St,MOUNTAIN VIEW, CA 94041",1678000,2,1,930,Mountain View,94041,5,Single Family Home,1920,MOUNTAIN VIEW,5553,12188,1908200,1804,3,0,Vintage
1429,"745 Independence Ave,MOUNTAIN VIEW, CA 94043",1850000,3,1,920,Mountain View,94043,5,Single Family Home,1946,MOUNTAIN VIEW,7107,13437,1843631,2011,2,0,Unknown
1430,"851 Sierra Vista Ave,MOUNTAIN VIEW, CA 94043",2188000,4,3.5,1850,Mountain View,94043,5,Townhouse,2023,MOUNTAIN VIEW,29160,16187,2199476,1183,2,295,Unknown
1431,"3856 Domain Way,MOUNTAIN VIEW, CA 94043",1475000,3,2.5,1355,Mountain View,94043,6,Townhouse,2019,MOUNTAIN VIEW,623,11022,1572272,1089,2,308,Contemporary
1432,"1935 Mount Vernon Ct #4,MOUNTAIN VIEW, CA 94040",689000,2,2,1082,Mountain View,94040,8,Condo,1963,MOUNTAIN VIEW,29160,5745,704057,637,2,740,Unknown
1433,"1962 Colony St,MOUNTAIN VIEW, CA 94043",2488000,4,3.5,2110,Mountain View,94043,8,Single Family Home,2023,MOUNTAIN VIEW,1064,18366,2489997,1179,2,295,Unknown
1434,"1433-1455 Villa St,MOUNTAIN VIEW, CA 94041",1995000,2,1,875,Mountain View,94041,8,Single Family Home,1958,MOUNTAIN VIEW,7784,14491,1988416,2280,2,0,Unknown
1435,"264 N Whisman Rd #25,MOUNTAIN VIEW, CA 94043",919000,3,2,1284,Mountain View,94043,9,Condo,1978,MOUNTAIN VIEW,29160,7425,925575,716,2,750,Unknown
1436,"196 Central Ave,MOUNTAIN VIEW, CA 94043",1138000,2,1.5,1290,Mountain View,94043,10,Townhouse,1977,MOUNTAIN VIEW,899,8821,1194691,882,2,555,Unknown
1437,"1028 Tulane Dr,MOUNTAIN VIEW, CA 94040",2988000,3,2.5,1775,Mountain View,94040,10,Single Family Home,1953,MOUNTAIN VIEW,5668,21703,3028346,1683,2,0,Ranch
1438,"2197 Rock St,MOUNTAIN VIEW, CA 94043",1328000,3,1.5,1325,Mountain View,94043,10,Townhouse,1970,MOUNTAIN VIEW,1274,10171,1421383,1002,2,525,Unknown
1439,"1633 Miramonte Ave,MOUNTAIN VIEW, CA 94040",2128800,3,2,1178,Mountain View,94040,10,Single Family Home,1955,MOUNTAIN VIEW,6237,15462,2287392,1807,2,0,Unknown
1440,"400 Chiquita Ave,MOUNTAIN VIEW, CA 94041",2418000,4,3,1957,Mountain View,94041,10,Single Family Home,1941,MOUNTAIN VIEW,5292,17563,2421516,1236,2,0,Unknown
1441,"1088-1092 Washington St,MOUNTAIN VIEW, CA 94043",2199000,3,2,1140,Mountain View,94043,12,Single Family Home,1946,MOUNTAIN VIEW,6016,15972,2195828,1929,2,0,Unknown
1442,"400 Ortega Ave #319,MOUNTAIN VIEW, CA 94040",864400,2,1,960,Mountain View,94040,16,Condo,1975,MOUNTAIN VIEW,29160,6836,856576,900,2,557,Unknown
1443,"1031 Crestview Dr #114,MOUNTAIN VIEW, CA 94040",849888,2,2,1140,Mountain View,94040,16,Condo,1969,MOUNTAIN VIEW,29160,6784,840090,746,2,611,Unknown
1444,"2043 Atlas Loop,MOUNTAIN VIEW, CA 94043",1660000,3,3.5,1553,Mountain View,94043,18,Townhouse,2016,MOUNTAIN VIEW,2530,12506,1668049,1069,2,449,Unknown
1445,"83 Centre St,MOUNTAIN VIEW, CA 94041",1499888,2,1,764,Mountain View,94041,18,Single Family Home,1955,MOUNTAIN VIEW,7643,10894,1508391,1963,2,0,Unknown
1446,"89 Centre St,MOUNTAIN VIEW, CA 94041",1898880,3,1,1004,Mountain View,94041,18,Single Family Home,1900,MOUNTAIN VIEW,11325,13792,1878331,1891,2,0,Unknown
1447,"1356 W Dana St,MOUNTAIN VIEW, CA 94041",2399995,4,3,1604,Mountain View,94041,18,Triplex,1922,MOUNTAIN VIEW,4906,17432,2376199,1496,2,0,Unknown
1448,"202 Central Ave,MOUNTAIN VIEW, CA 94043",1350000,2,1.5,1290,Mountain View,94043,21,Townhouse,1977,MOUNTAIN VIEW,952,10361,1346562,1047,2,555,Unknown
1449,"38 Devonshire Ave #2,MOUNTAIN VIEW, CA 94043",1398000,3,2.5,1308,Mountain View,94043,23,Condo,1981,MOUNTAIN VIEW,29160,10554,1377036,1069,2,400,Unknown
1450,"532 Tyrella Ave #29,Mountain View, CA 94043",1190000,3,2,1128,Mountain View,94043,23,Townhouse,1971,Mountain View,960,9018,1198956,1055,2,375,Contemporary
1451,"855 Sycamore Loop,MOUNTAIN VIEW, CA 94043",1798000,4,3.5,1748,Mountain View,94043,23,Townhouse,2016,MOUNTAIN VIEW,2399,13460,1810120,1029,2,400,Unknown
1452,"694 Pettis Ave,MOUNTAIN VIEW, CA 94041",4198000,5,3,2692,Mountain View,94041,24,Single Family Home,2023,MOUNTAIN VIEW,8684,30492,4128212,1559,2,0,Modern/High Tech
1453,"1791 Woodhaven Pl,MOUNTAIN VIEW, CA 94041",3780000,6,4,3107,Mountain View,94041,24,Single Family Home,1999,MOUNTAIN VIEW,5215,27576,3864237,1217,2,120,Unknown
1454,"1166 Spencer Ct,MOUNTAIN VIEW, CA 94040",4698000,5,4,3923,Mountain View,94040,24,Single Family Home,1964,MOUNTAIN VIEW,10890,34124,4751153,1198,2,0,Ranch
1455,"255 S Rengstorff Ave #123,MOUNTAIN VIEW, CA 94040",780000,2,1,935,Mountain View,94040,25,Condo,1965,MOUNTAIN VIEW,29160,6320,1469274,834,2,655,Unknown
1456,"725 Mariposa Ave #203,MOUNTAIN VIEW, CA 94041",928888,2,2,1048,Mountain View,94041,29,Condo,1974,MOUNTAIN VIEW,1260,7369,920862,886,2,622,Unknown
1457,"425 Magritte Way,MOUNTAIN VIEW, CA 94041",1749000,3,3.5,1670,Mountain View,94041,32,Townhouse,2009,MOUNTAIN VIEW,853,13077,1747202,1047,2,373,Unknown
1458,"500 W Middlefield Rd #121,MOUNTAIN VIEW, CA 94043",645000,1,1,564,Mountain View,94043,32,Condo,1971,MOUNTAIN VIEW,29160,5212,640673,1144,2,527,Contemporary
1459,"1992 Montecito Ave,MOUNTAIN VIEW, CA 94043",1938000,4,3,1757,Mountain View,94043,33,Townhouse,2023,MOUNTAIN VIEW,29160,14518,1932285,1103,2,441,Unknown
1460,"433 Sylvan Ave #121,MOUNTAIN VIEW, CA 94041",369900,2,2,1458,Mountain View,94041,34,Double-Wide Mobile Home,2004,MOUNTAIN VIEW,29160,2687,366187,254,3,0,Unknown
1461,"217 Ada Ave #1,Mountain View, CA 94043",1748888,3,2.5,2009,Mountain View,94043,37,Townhouse,1983,Mountain View,1484,13330,1729082,871,2,627,Unknown
1462,"463 Magritte Way,MOUNTAIN VIEW, CA 94041",1675000,3,3.5,1637,Mountain View,94041,38,Townhouse,2011,MOUNTAIN VIEW,853,12539,1666262,1023,2,373,Unknown
1463,"2002 W Middlefield Rd Unit 7B,MOUNTAIN VIEW, CA 94043",1198000,3,2.5,1405,Mountain View,94043,38,Condo,1969,MOUNTAIN VIEW,29160,9364,1187152,853,2,662,Modern/High Tech
1464,"2010 California St,MOUNTAIN VIEW, CA 94040",9500000,27,23,15571,Mountain View,94040,39,5+ Units,1960,MOUNTAIN VIEW,30927,69003,1469274,610,2,0,Unknown
1465,"1033 Crestview Dr #216,MOUNTAIN VIEW, CA 94040",875000,2,2,1140,Mountain View,94040,41,Condo,1969,MOUNTAIN VIEW,29160,6967,867971,768,2,611,Unknown
1466,"1349 West Middlefield Rd,MOUNTAIN VIEW, CA 94043",1955000,4,3.5,1715,Mountain View,94043,43,Townhouse,2023,MOUNTAIN VIEW,29160,14493,1947996,1140,2,293,Unknown
1467,"130 Mercy St,MOUNTAIN VIEW, CA 94041",1999990,3,2,1157,Mountain View,94041,44,Single Family Home,1939,MOUNTAIN VIEW,7205,14527,2109351,1729,2,0,Craftsman
1468,"555 Front Ln,MOUNTAIN VIEW, CA 94041",2145000,3,2.5,1647,Mountain View,94041,47,Single Family Home,1996,MOUNTAIN VIEW,2306,15840,2167308,1302,2,260,Unknown
1469,"255 S Rengstorff Ave #141,MOUNTAIN VIEW, CA 94040",639998,1,1,731,Mountain View,94040,53,Condo,1965,MOUNTAIN VIEW,871,5215,628219,876,2,566,Unknown
1470,"651 Cinnamon Cir,MOUNTAIN VIEW, CA 94043",1245000,2,2.5,1122,Mountain View,94043,53,Condo,2019,MOUNTAIN VIEW,29160,9369,1215815,1110,2,326,Unknown
1471,"388 Sleeper Ave,MOUNTAIN VIEW, CA 94040",4999000,6,5.5,3260,Mountain View,94040,54,Single Family Home,2023,MOUNTAIN VIEW,8333,36310,4871410,1533,2,0,Unknown
1472,"1655 Grant Rd,MOUNTAIN VIEW, CA 94040",1799000,4,3,1962,Mountain View,94040,60,Townhouse,1979,MOUNTAIN VIEW,1704,13672,1469274,917,2,605,Unknown
1473,"1033 Crestview Dr #209,MOUNTAIN VIEW, CA 94040",825000,2,2,1140,Mountain View,94040,64,Condo,1969,MOUNTAIN VIEW,29160,6604,814065,724,2,612,Unknown
1474,"1982 Montecito Ave,MOUNTAIN VIEW, CA 94043",2158000,5,3,2057,Mountain View,94043,68,Townhouse,2023,MOUNTAIN VIEW,29160,16116,2124735,1049,2,441,Unknown
1475,"68 Centre St,Mountain View, CA 94041",2699000,4,4,2326,Mountain View,94041,68,Single Family Residential,1946,Mountain View,6368,19604,2731722,1160,2,0,Bungalow
1476,"2 Morning Sun Ct,MOUNTAIN VIEW, CA 94043",1248000,2,1.5,1174,Mountain View,94043,79,Townhouse,1974,MOUNTAIN VIEW,1495,9509,1208689,1063,2,444,Unknown
1477,"460 Costa Mesa Ter Unit F,SUNNYVALE, CA 94085",798888,2,2,1012,Mountain View,94085,85,Condo,1985,SUNNYVALE,29160,6302,780511,789,2,499,Traditional
1478,"1940 Silverwood Ave,MOUNTAIN VIEW, CA 94043",968000,2,1.5,968,Mountain View,94043,85,Townhouse,1974,MOUNTAIN VIEW,484,7574,947650,1000,2,543,Unknown
1479,"1031 Dale Ave,MOUNTAIN VIEW, CA 94040",2190000,5,3,2379,Mountain View,94040,109,Duplex,1962,MOUNTAIN VIEW,7007,15907,2107061,921,2,0,Unknown
1480,"1930 Mount Vernon Ct #4,Mountain View, CA 94040",698888,2,1,1082,Mountain View,94040,113,Condo,1963,Monticello Condo,1308,5816,688661,646,2,740,Unknown
1481,"1945 San Luis Ave,MOUNTAIN VIEW, CA 94043",1950000,2,2,900,Mountain View,94043,172,Single Family Home,1933,MOUNTAIN VIEW,7700,14164,1469274,2167,2,0,Ranch
1482,"VERANO PLAN 1,Mountain View, CA 94043",1527431,3,3,1471,Mountain View,94043,0,Townhouse,Unknown,Verano,29160,12696,1469274,1188,2,0,Unknown
1483,"Verano Plan 4,Mountain View, CA 94043",1527431,4,3.5,1991,Mountain View,94043,0,Townhouse,Unknown,Verano,29160,17200,1469274,1189,2,0,Unknown
1484,"Verano Plan 3,Mountain View, CA 94043",1527431,4,3.5,1715,Mountain View,94043,0,Townhouse,Unknown,Verano,29160,14374,1469274,1154,2,0,Unknown
1485,"Verano Plan 2,Mountain View, CA 94043",1527431,3,3.5,1692,Mountain View,94043,0,Townhouse,Unknown,Verano,29160,13401,1469274,1090,2,0,Unknown
1486,"Lots 6-9,Mountain View, CA 94043",1527431,4,3.5,2110,Mountain View,94043,0,Single Family Residential,Unknown,Colony Sierra Homes,29160,18071,1469274,1179,2,0,Unknown
1487,"Lots 1-5,Mountain View, CA 94043",1527431,4,3.5,1850,Mountain View,94043,0,Townhouse,Unknown,Colony Sierra Homes,29160,15892,1469274,1183,2,0,Unknown
1488,"3641 Louis Rd,Palo Alto, CA 94303",5680000,4,3.5,3253,Palo Alto,94303,1,Single Family Residential,2017,PALO ALTO,8700,41256,5691524,1746,2,0,Craftsman
1489,"358 Fernando Ave,PALO ALTO, CA 94306",1690000,1,1,672,Palo Alto,94306,1,Single Family Home,1966,PALO ALTO,2625,12275,1700239,2515,2,0,Unknown
1490,"842 Forest Ave,PALO ALTO, CA 94301",2700000,3,2,1729,Palo Alto,94301,2,Single Family Home,1940,PALO ALTO,5241,19611,2684886,1562,2,0,Unknown
1491,"190 Everett Ave,PALO ALTO, CA 94301",998000,2,1,776,Palo Alto,94301,2,Condo,1963,PALO ALTO,776,7624,997932,1286,2,375,Unknown
1492,"13920 Mirmirou Dr,LOS ALTOS HILLS, CA 94022",7198000,4,4.5,4831,Palo Alto,94022,2,Single Family Home,1983,LOS ALTOS HILLS,163785,52282,7199662,1490,2,0,Tudor
1493,"666 Kellogg Ave,PALO ALTO, CA 94301",3595000,3,2,2114,Palo Alto,94301,3,Single Family Home,1935,PALO ALTO,5962,26112,3596222,1701,2,0,Traditional
1494,"214 Oak Ct,MENLO PARK, CA 94025",4788000,4,5.5,3157,Palo Alto,94025,3,Single Family Home,2023,MENLO PARK,9400,34777,4781731,1517,2,0,Modern/High Tech
1495,"4144 Park Blvd,PALO ALTO, CA 94306",2100000,3,1,1476,Palo Alto,94306,3,Single Family Home,1950,PALO ALTO,6625,15253,2115580,1423,2,0,Eichler
1496,"3413 Ross Rd,PALO ALTO, CA 94303",2498000,3,2,1683,Palo Alto,94303,3,Single Family Home,1961,PALO ALTO,8312,18144,2504781,1484,2,0,Unknown
1497,"1974 Channing Ave,PALO ALTO, CA 94303",2850000,4,2,1607,Palo Alto,94303,3,Single Family Home,1953,PALO ALTO,6050,20701,2947035,1773,2,0,Eichler
1498,"3152 Middlefield Rd,PALO ALTO, CA 94306",1048000,2,1.5,998,Palo Alto,94306,3,Townhouse,1963,PALO ALTO,29160,8072,1113402,1050,2,460,Unknown
1499,"244 Ventura Ave,PALO ALTO, CA 94306",1698000,3,2.5,1226,Palo Alto,94306,4,Townhouse,1978,PALO ALTO,601,12643,1766325,1385,2,310,Unknown
1500,"333 Byron St,PALO ALTO, CA 94301",2498000,2,1,1232,Palo Alto,94301,4,Single Family Home,1938,PALO ALTO,5626,18144,2644883,2028,2,0,Traditional
1501,"2256 Santa Ana St,PALO ALTO, CA 94303",3398000,4,3,1885,Palo Alto,94303,5,Single Family Home,1951,PALO ALTO,6230,24681,3501144,1803,2,0,Traditional
1502,"153 S California Ave Unit F103,PALO ALTO, CA 94306",1199999,2,2,1117,Palo Alto,94306,6,Condo,1982,PALO ALTO,29160,9393,1198379,1074,2,677,Unknown
1503,"151 Seale Ave,PALO ALTO, CA 94301",7850000,6,4.5,4686,Palo Alto,94301,8,Single Family Home,2016,PALO ALTO,7501,57018,7865927,1675,2,0,Craftsman
1504,"4248 Los Palos Pl,PALO ALTO, CA 94306",5300000,4,3,2380,Palo Alto,94306,9,Single Family Home,2020,PALO ALTO,10172,38496,5292610,2227,2,0,"Contemporary, Luxury"
1505,"165 Forest Ave Unit 2A,PALO ALTO, CA 94301",1700000,2,2,1285,Palo Alto,94301,9,Condo,1981,PALO ALTO,1280,13208,1691230,1323,2,860,Unknown
1506,"898 Bruce Dr,PALO ALTO, CA 94303",4750000,5,3,2690,Palo Alto,94303,10,Single Family Home,2017,PALO ALTO,8186,34501,4941390,1766,2,0,Unknown
1507,"450 N California Ave,PALO ALTO, CA 94301",6389000,4,3,2800,Palo Alto,94301,10,Single Family Home,1937,PALO ALTO,8440,46406,6394669,2282,2,0,"Art Deco, Contemporary"
1508,"2468 Chabot Ter,PALO ALTO, CA 94303",3948000,4,3.5,2394,Palo Alto,94303,11,Single Family Home,2011,PALO ALTO,6300,28676,4018516,1649,2,0,Unknown
1509,"624 Harvard Ave,Menlo Park, CA 94025",2449900,3,2,1450,Palo Alto,94025,13,Single Family Residential,1925,Palo Alto,1676,17795,2442495,1690,2,0,Ranch
1510,"1982 W Bayshore Rd #127,EAST PALO ALTO, CA 94303",849000,2,2,1197,Palo Alto,94303,15,Condo,2002,EAST PALO ALTO,29160,6675,848503,709,2,508,Other (See Remarks)
1511,"3281 Berryessa St #3,PALO ALTO, CA 94303",1618000,3,2,1456,Palo Alto,94303,16,Townhouse,2011,PALO ALTO,1307,12218,1623934,1111,2,466,Unknown
1512,"137 Peter Coutts Cir,STANFORD, CA 94305",848000,2,2,1305,Palo Alto,94305,16,Condo,1982,STANFORD,29160,7644,847542,650,2,1485,Unknown
1513,"1211 Fulton St,PALO ALTO, CA 94301",3500000,4,4.5,3080,Palo Alto,94301,18,Single Family Home,2023,PALO ALTO,5626,25422,3505816,1136,2,0,Unknown
1514,"136 Lois Ln,PALO ALTO, CA 94303",4850000,3,3,2069,Palo Alto,94303,22,Single Family Home,1951,PALO ALTO,9898,35228,4779228,2344,2,0,Ranch
1515,"281 Creekside Dr,PALO ALTO, CA 94306",4450000,4,3,2290,Palo Alto,94306,23,Single Family Home,1954,PALO ALTO,7426,32322,4334025,1943,2,0,Contemporary
1516,"3452 Thomas Dr,PALO ALTO, CA 94303",2995000,4,2,1698,Palo Alto,94303,24,Single Family Home,1957,PALO ALTO,6450,21754,2968213,1764,2,0,Eichler
1517,"4284 Los Palos Cir,PALO ALTO, CA 94306",10875000,6,5.5,7030,Palo Alto,94306,24,Single Family Home,2023,PALO ALTO,10565,78990,10269309,1547,2,0,Unknown
1518,"245 Washington Ave,PALO ALTO, CA 94301",13800000,8,8.5,5860,Palo Alto,94301,24,Single Family Home,2023,PALO ALTO,10000,100235,13430718,2355,2,0,Contemporary
1519,"117 California Ave Unit D205,Palo Alto, CA 94306",1010000,2,1.5,1247,Palo Alto,94306,24,Condo,1982,PALO ALTO,800,8145,1008563,810,2,809,Unknown
1520,"610 Forest Ave,PALO ALTO, CA 94301",1795000,2,2.5,1392,Palo Alto,94301,25,Townhouse,1977,PALO ALTO,665,13598,1779010,1290,2,560,"Traditional, Tudor"
1521,"881 Lytton Ave,PALO ALTO, CA 94301",2988000,3,2.5,1676,Palo Alto,94301,25,Single Family Home,1926,PALO ALTO,3789,21703,1469274,1783,2,0,Unknown
1522,"150 Alma St #309,MENLO PARK, CA 94025",1999000,2,2,1872,Palo Alto,94025,27,Condo,1975,MENLO PARK,29160,16054,1971182,1068,2,1534,Unknown
1523,"644 Creek Dr,MENLO PARK, CA 94025",2895000,3,3.5,2230,Palo Alto,94025,27,Single Family Home,1998,MENLO PARK,1850,21028,2909993,1298,2,0,Unknown
1524,"1595 Hamilton Ave,PALO ALTO, CA 94303",4500000,3,2,2286,Palo Alto,94303,30,Single Family Home,1946,PALO ALTO,11761,32685,1469274,1969,2,0,Unknown
1525,"1144 Forest Ave,PALO ALTO, CA 94301",8898000,5,4.5,3751,Palo Alto,94301,30,Single Family Home,2023,PALO ALTO,8470,64630,8762666,2372,2,0,Modern/High Tech
1526,"1932 Emerson St,PALO ALTO, CA 94301",11650000,6,6,5310,Palo Alto,94301,32,Single Family Home,2008,PALO ALTO,10000,84619,1469274,2194,2,0,Mediterranean
1527,"13650 Paseo Del Roble Dr,LOS ALTOS HILLS, CA 94022",6998000,4,3.5,4580,Palo Alto,94022,32,Single Family Home,2002,LOS ALTOS HILLS,66211,50830,6801652,1528,2,0,Unknown
1528,"55 Waverley Oaks,PALO ALTO, CA 94301",7950000,3,3.5,3743,Palo Alto,94301,34,Single Family Home,1928,PALO ALTO,10030,57744,8030676,2124,2,0,Unknown
1529,"4037 Park Blvd,PALO ALTO, CA 94306",2999888,4,3,2125,Palo Alto,94306,35,Single Family Home,2022,PALO ALTO,6620,21790,3076527,1412,2,0,Modern/High Tech
1530,"1741 Cowper St,PALO ALTO, CA 94301",5495000,3,2.5,2273,Palo Alto,94301,37,Single Family Home,1926,PALO ALTO,6999,39913,5627549,2418,2,0,Spanish
1531,"519 Georgia Ave,PALO ALTO, CA 94306",4398000,5,4.5,2755,Palo Alto,94306,38,Single Family Home,2023,PALO ALTO,6734,31945,4451334,1596,2,0,"Contemporary, Modern/High Tech"
1532,"676-680 Colorado Ave,PALO ALTO, CA 94306",3080000,4,3.5,1395,Palo Alto,94306,39,Duplex,1948,PALO ALTO,5350,22371,2980906,2208,2,0,Unknown
1533,"631 Lytton Ave #1,PALO ALTO, CA 94301",1290000,2,2,1167,Palo Alto,94301,44,Condo,1977,PALO ALTO,29160,10565,1262074,1105,2,1195,Unknown
1534,"44 Roosevelt Cir,PALO ALTO, CA 94306",2899000,3,2,1573,Palo Alto,94306,44,Single Family Home,1951,PALO ALTO,13503,21057,2826018,1843,2,0,Unknown
1535,"3877 El Camino Real #03,Palo Alto, CA 94306",1588000,2,2,1021,Palo Alto,94306,44,Condo,2023,Not Listed,29160,12293,1572843,1555,3,759,Contemporary
1536,"252 Ramona St,PALO ALTO, CA 94301",2995000,2,2,1120,Palo Alto,94301,46,Single Family Home,1920,PALO ALTO,5732,21754,2924957,2674,2,0,Craftsman
1537,"2613 Elmdale Pl,PALO ALTO, CA 94303",4780000,4,3,2521,Palo Alto,94303,51,Single Family Home,2023,PALO ALTO,6660,34719,4789509,1896,2,0,Unknown
1538,"555 Byron St #305,PALO ALTO, CA 94301",1395000,2,2,1548,Palo Alto,94301,52,Condo,1997,PALO ALTO,29160,15835,1370227,901,2,5703,Unknown
1539,"994 Loma Verde Ave,PALO ALTO, CA 94303",2998000,3,2,1816,Palo Alto,94303,53,Single Family Home,1958,PALO ALTO,6164,21776,2946085,1651,2,0,Unknown
1540,"175 Los Trancos Rd,Portola Valley, CA 94028",3395000,4,2,2030,Palo Alto,94028,53,Residential Single-Family,1950,Portola Valley,29160,24659,3269877,1672,1,0,Ranch
1541,"1185 Woodland Ave,MENLO PARK, CA 94025",3740000,4,3.5,3140,Palo Alto,94025,57,Single Family Home,2005,MENLO PARK,5750,27165,3737089,1191,2,0,Craftsman
1542,"1925 Euclid Ave,MENLO PARK, CA 94025",1549000,2,1,940,Palo Alto,94025,59,Single Family Home,1936,MENLO PARK,5640,11251,1546440,1648,2,0,Spanish
1543,"14188 Stanford Ct,LOS ALTOS HILLS, CA 94022",4190000,4,3.5,3303,Palo Alto,94022,61,Single Family Home,1974,LOS ALTOS HILLS,65775,30434,4025971,1269,2,0,Unknown
1544,"2060 Birch St,PALO ALTO, CA 94306",3698000,2,2,1167,Palo Alto,94306,65,Single Family Home,1932,PALO ALTO,5000,26860,3601996,3169,2,0,Unknown
1545,"2205 Louis Rd,PALO ALTO, CA 94303",5695000,5,3.5,2935,Palo Alto,94303,66,Single Family Home,2020,PALO ALTO,8032,41365,5504573,1940,2,0,Unknown
1546,"735-737 Middlefield Rd,PALO ALTO, CA 94301",3100000,4,3.5,2528,Palo Alto,94301,74,Single Family Home,1924,PALO ALTO,7500,22517,2969755,1226,2,0,Unknown
1547,"847 Woodland Ave,MENLO PARK, CA 94025",5188888,6,6,4138,Palo Alto,94025,78,Single Family Home,2023,MENLO PARK,5200,37689,5068752,1254,2,0,Unknown
1548,"543 Tennyson Ave,PALO ALTO, CA 94301",15800000,6,6.5,5756,Palo Alto,94301,80,Single Family Home,2022,PALO ALTO,10000,114762,15021884,2745,2,0,Modern/High Tech
1549,"3886 Ross Rd,PALO ALTO, CA 94303",5480000,5,5.5,3669,Palo Alto,94303,81,Single Family Home,2023,PALO ALTO,7214,39804,5394360,1494,2,0,"Contemporary, Modern/High Tech"
1550,"4250 El Camino Real Unit D138,PALO ALTO, CA 94306",830000,2,1,885,Palo Alto,94306,86,Condo,1983,PALO ALTO,29160,6799,1469274,938,2,770,Unknown
1551,"3123 South Ct,PALO ALTO, CA 94306",5680000,6,5.5,3130,Palo Alto,94306,88,Single Family Home,2023,PALO ALTO,6124,41256,5580028,1815,2,0,Unknown
1552,"427 Alma St #308,Palo Alto, CA 94301",1448000,2,2,890,Palo Alto,94301,93,Condo,1984,DOWNTOWN,890,11176,1398871,1627,2,659,Contemporary
1553,"121 Park Ave,PALO ALTO, CA 94306",4288000,5,4.5,3183,Palo Alto,94306,95,Single Family Home,2012,PALO ALTO,5000,31146,4376980,1347,2,0,Contemporary
1554,"344 Tennyson Ave,PALO ALTO, CA 94301",13900000,4,3.5,2719,Palo Alto,94301,101,Single Family Home,1920,PALO ALTO,20037,100962,11863978,5112,2,0,Unknown
1555,"3421 Orinda St,PALO ALTO, CA 94306",2175000,3,2,1036,Palo Alto,94306,106,Single Family Home,1951,PALO ALTO,3302,15798,2164226,2099,2,0,Unknown
1556,"511 Washington Ave,PALO ALTO, CA 94301",8950000,5,3.5,2998,Palo Alto,94301,109,Single Family Home,1947,PALO ALTO,13068,65008,8533124,2985,2,0,Cape Cod
1557,"1982 W Bayshore #228,EAST PALO ALTO, CA 94303",749000,2,2,1157,Palo Alto,94303,110,Condo,2002,EAST PALO ALTO,29160,5948,740467,647,2,508,Unknown
1558,"470 Ruthven Ave,PALO ALTO, CA 94301",4498000,4,3.5,2617,Palo Alto,94301,116,Single Family Home,2013,PALO ALTO,6999,32671,1469274,1719,2,0,Unknown
1559,"4335 Miranda Ave,PALO ALTO, CA 94306",3295000,4,2,1947,Palo Alto,94306,121,Single Family Home,1962,PALO ALTO,14374,23933,3288807,1692,2,0,Ranch
1560,"500 Fulton St #102,PALO ALTO, CA 94301",1199000,2,1.5,1111,Palo Alto,94301,130,Condo,1963,PALO ALTO,29160,9259,1157657,1079,2,550,Unknown
1561,"148 Kingsley Ave,PALO ALTO, CA 94301",4900000,7,7,5503,Palo Alto,94301,152,Single Family Home,2000,PALO ALTO,10001,35591,5096749,890,2,0,Unknown
1562,"542-546 Oxford Ave,PALO ALTO, CA 94306",2750000,1,2.5,2240,Palo Alto,94306,155,Single Family Home,1952,PALO ALTO,5240,19974,2625367,1228,2,0,Unknown
1563,"425 Grant Ave #21,PALO ALTO, CA 94306",995000,2,2,906,Palo Alto,94306,157,Condo,1962,PALO ALTO,29160,7839,966197,1098,2,612,Unknown
